Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,24,ORL,NBA,PF,50,3,648,119,233,0.511,0,0,,119,233,0.511,0.511,52,63,0.825,54,73,127,19,12,27,31,69,290
2010-11,25,ORL,NBA,PF,76,51,1980,332,645,0.515,0,2,0,332,643,0.516,0.515,190,233,0.815,134,290,424,57,27,52,97,159,854
2011-12,26,BOS,NBA,PF,59,39,1868,303,632,0.479,0,0,,303,632,0.479,0.479,132,163,0.81,95,270,365,55,34,54,65,135,738
2012-13,27,BOS,NBA,PF,81,69,2239,286,589,0.486,0,2,0,286,587,0.487,0.486,129,150,0.86,129,296,425,84,44,64,80,188,701
2013-14,28,BOS,NBA,PF,82,73,2266,352,725,0.486,2,6,0.333,350,719,0.487,0.487,205,239,0.858,161,309,470,87,36,71,102,190,911
2014-15,29,BOS,NBA,PF,17,0,321,55,112,0.491,0,3,0,55,109,0.505,0.491,36,43,0.837,15,47,62,15,9,4,17,27,146
