1246.246317,players_a_anticpe01_totals.csv
576.388922,players_b_bazemke01_totals.csv
218.093105,players_b_brandel01_totals.csv
2103.040660,players_c_carrode01_totals.csv
2375.657042,players_h_horfoal01_totals.csv
93.468474,players_j_jenkijo01_totals.csv
2675.535062,players_k_korveky01_totals.csv
1109.938126,players_m_macksh01_totals.csv
2780.687095,players_m_millspa01_totals.csv
292.088981,players_m_muscami01_totals.csv
1347.503830,players_s_schrode01_totals.csv
1047.625810,players_s_scottmi01_totals.csv
1421.499705,players_s_sefolth01_totals.csv
2539.226871,players_t_teaguje01_totals.csv
1550.418270,players_b_bassbr01_totals.csv
2506.751035,players_b_bradlav01_totals.csv
0.000000,players_f_favervi01_totals.csv
2796.548843,players_g_greenje02_totals.csv
2067.224361,players_o_olynyke01_totals.csv
33.809744,players_p_poweldw01_totals.csv
690.684775,players_p_pressph01_totals.csv
2526.070889,players_r_rondora01_totals.csv
511.976127,players_s_smartma01_totals.csv
2468.111328,players_s_sullija01_totals.csv
1110.891596,players_t_thornma01_totals.csv
1782.256516,players_t_turneev01_totals.csv
299.457734,players_w_wallage01_totals.csv
86.939342,players_y_youngja01_totals.csv
1395.859440,players_z_zellety01_totals.csv
1480.296380,players_a_anderal01_totals.csv
2480.617873,players_b_bogdabo02_totals.csv
71.771946,players_b_brownma02_totals.csv
1718.040950,players_g_garneke01_totals.csv
148.029638,players_g_gutiejo01_totals.csv
2005.128733,players_j_jackja01_totals.csv
170.458371,players_j_jeffeco01_totals.csv
2821.534615,players_j_johnsjo02_totals.csv
524.832353,players_j_jordaje01_totals.csv
89.714932,players_k_karasse01_totals.csv
161.486878,players_k_kirilan01_totals.csv
2157.644118,players_l_lopezbr01_totals.csv
1058.636199,players_p_plumlma01_totals.csv
1987.185747,players_t_teletmi01_totals.csv
2951.621267,players_w_willide01_totals.csv
747.969312,players_b_biyombi01_totals.csv
782.848710,players_h_hairspj02_totals.csv
1736.218921,players_h_hendege02_totals.csv
2685.713643,players_j_jeffeal01_totals.csv
616.202697,players_k_kiddgmi01_totals.csv
720.840891,players_m_maxieja01_totals.csv
1391.300430,players_n_nealga01_totals.csv
209.276388,players_p_pargoja01_totals.csv
1480.436669,players_r_roberbr01_totals.csv
2767.098905,players_s_stephla01_totals.csv
0.000000,players_t_tayloje03_totals.csv
93.011728,players_v_vonleno01_totals.csv
2860.110633,players_w_walkeke02_totals.csv
1798.226740,players_w_willima02_totals.csv
1937.744332,players_z_zelleco01_totals.csv
121.987285,players_b_bairsca01_totals.csv
1561.437244,players_b_brookaa01_totals.csv
2923.628589,players_b_butleji01_totals.csv
2492.606850,players_d_dunlemi02_totals.csv
2484.474364,players_g_gasolpa01_totals.csv
1492.311116,players_g_gibsota01_totals.csv
2037.187654,players_h_hinriki01_totals.csv
805.116079,players_m_mcderdo01_totals.csv
