Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,20,OKC,NBA,SF,23,0,147,24,68,0.353,9,30,0.3,15,38,0.395,0.419,14,14,1,5,13,18,5,2,2,6,13,71
2013-14,21,OKC,NBA,SG,78,0,1538,263,609,0.432,88,247,0.356,175,362,0.483,0.504,51,64,0.797,27,162,189,115,56,26,61,143,665
2014-15,22,OKC,NBA,SG,16,8,411,66,147,0.449,25,59,0.424,41,88,0.466,0.534,35,39,0.897,5,59,64,29,16,4,19,40,192
Career,,,NBA,,117,8,2096,353,824,0.428,122,336,0.363,231,488,0.473,0.502,100,117,0.855,37,234,271,149,74,32,86,196,928
