Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,27,UTA,NBA,SF,22,0,388,25,65,0.385,12,44,0.273,13,21,0.619,0.477,3,5,0.6,4,29,33,38,17,1,18,24,65
Career,,,NBA,,22,0,388,25,65,0.385,12,44,0.273,13,21,0.619,0.477,3,5,0.6,4,29,33,38,17,1,18,24,65
